"DATABASE_NAME","CUBE_NAME","MEASURE_GROUP_NAME","PARTITION_NAME","DIMENSION_NAME","TABLE_ID","COLUMN_ID","SEGMENT_NUMBER","TABLE_PARTITION_NUMBER","RECORDS_COUNT","ALLOCATED_SIZE","USED_SIZE","COMPRESSION_TYPE","BITS_COUNT","BOOKMARK_BITS_COUNT","VERTIPAQ_STATE","ISPAGEABLE","ISRESIDENT","TEMPERATURE","LAST_ACCESSED"
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Is Approved (41)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Is Approved (41)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Is Approved (41)","POS_TO_ID","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Is Approved (41)","ID_TO_POS","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Is Approved (41)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Is Approved (41)","ID_TO_POS","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Year (39)","POS_TO_ID","0","0","0","48","48","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Year (39)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Year (39)","ID_TO_POS","0","0","0","48","48","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Year (39)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Spend Amount (42)","POS_TO_ID","0","0","0","160944","160944","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Spend Amount (42)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Spend Amount (42)","ID_TO_POS","0","0","0","160944","160944","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Spend Amount (42)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Month Year (40)","POS_TO_ID","0","0","0","480","480","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Month Year (40)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Month Year (40)","ID_TO_POS","0","0","0","480","480","NOSPLIT","32","0","SKIPPED",,,,
"cc288bf7-edf4-4f93-bbd4-8ab382aa3a16","Model","Transactions","Transactions","Transactions","H$Transactions (10)$Month Year (40)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
