"DATABASE_NAME","CUBE_NAME","MEASURE_GROUP_NAME","DIMENSION_NAME","ATTRIBUTE_NAME","TABLE_ID","COLUMN_ID","COLUMN_TYPE","COLUMN_ENCODING","DATATYPE","ISKEY","ISUNIQUE","ISNULLABLE","ISROWNUMBER","DICTIONARY_SIZE","DICTIONARY_ISPAGEABLE","DICTIONARY_ISRESIDENT","DICTIONARY_TEMPERATURE","DICTIONARY_LAST_ACCESSED","STRING_INDEX_SIZE","FULLTEXT_INDEX_SIZE"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Date","H$Date (10)$Date (48)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Date","H$Date (10)$Date (48)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Is Complete Year","H$Date (10)$Is Complete Year (63)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Is Complete Year","H$Date (10)$Is Complete Year (63)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Is Weekend","H$Date (10)$Is Weekend (61)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Is Weekend","H$Date (10)$Is Weekend (61)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month Start","H$Date (10)$Month Start (58)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month Start","H$Date (10)$Month Start (58)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month Year Sort","H$Date (10)$Month Year Sort (57)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month Year Sort","H$Date (10)$Month Year Sort (57)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month No","H$Date (10)$Month No (53)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month No","H$Date (10)$Month No (53)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Day of Week","H$Date (10)$Day of Week (59)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Day of Week","H$Date (10)$Day of Week (59)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","In Like For Like Period","H$Date (10)$In Like For Like Period (62)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","In Like For Like Period","H$Date (10)$In Like For Like Period (62)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Quarter Year","H$Date (10)$Quarter Year (51)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Quarter Year","H$Date (10)$Quarter Year (51)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Day","H$Date (10)$Day (60)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Day","H$Date (10)$Day (60)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month Short","H$Date (10)$Month Short (55)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month Short","H$Date (10)$Month Short (55)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month Year","H$Date (10)$Month Year (56)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month Year","H$Date (10)$Month Year (56)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month","H$Date (10)$Month (54)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Date","Date","Month","H$Date (10)$Month (54)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Geography","Geography","Geo Key","H$Geography (28)$Geo Key (105)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Geography","Geography","Geo Key","H$Geography (28)$Geo Key (105)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Geography","Geography","Location Type","H$Geography (28)$Location Type (107)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Geography","Geography","Location Type","H$Geography (28)$Location Type (107)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Geography","Geography","Country","H$Geography (28)$Country (109)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Geography","Geography","Country","H$Geography (28)$Country (109)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Geography","Geography","State Code","H$Geography (28)$State Code (108)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Geography","Geography","State Code","H$Geography (28)$State Code (108)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Geography","Geography","Location","H$Geography (28)$Location (106)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Geography","Geography","Location","H$Geography (28)$Location (106)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Card Type","H$Card (16)$Card Type (84)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Card Type","H$Card (16)$Card Type (84)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Card","H$Card (16)$Card (81)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Card","H$Card (16)$Card (81)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Card Brand","H$Card (16)$Card Brand (83)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Card Brand","H$Card (16)$Card Brand (83)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Account Opened Year","H$Card (16)$Account Opened Year (90)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Account Opened Year","H$Card (16)$Account Opened Year (90)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Credit Limit Band Sort","H$Card (16)$Credit Limit Band Sort (88)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Credit Limit Band Sort","H$Card (16)$Credit Limit Band Sort (88)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Cards Issued","H$Card (16)$Cards Issued (91)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Cards Issued","H$Card (16)$Cards Issued (91)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","PIN Last Changed","H$Card (16)$PIN Last Changed (92)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","PIN Last Changed","H$Card (16)$PIN Last Changed (92)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Account Opened","H$Card (16)$Account Opened (89)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Credit Limit","H$Card (16)$Credit Limit (86)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Client Key","H$Card (16)$Client Key (82)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Chip","H$Card (16)$Chip (85)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Chip","H$Card (16)$Chip (85)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Credit Limit Band","H$Card (16)$Credit Limit Band (87)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Card","Card","Credit Limit Band","H$Card (16)$Credit Limit Band (87)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Merchant Category","Merchant Category","Merchant Category","H$Merchant Category (19)$Merchant Category (94)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Merchant Category","Merchant Category","Merchant Category","H$Merchant Category (19)$Merchant Category (94)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Merchant Category","Merchant Category","Category Group","H$Merchant Category (19)$Category Group (95)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Merchant Category","Merchant Category","Category Group","H$Merchant Category (19)$Category Group (95)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Merchant Category","Merchant Category","MCC","H$Merchant Category (19)$MCC (93)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Merchant Category","Merchant Category","MCC","H$Merchant Category (19)$MCC (93)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Client Key","H$Transactions (34)$Client Key (117)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Client Key","H$Transactions (34)$Client Key (117)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Channel Key","H$Transactions (34)$Channel Key (120)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Channel Key","H$Transactions (34)$Channel Key (120)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","MCC","H$Transactions (34)$MCC (119)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","MCC","H$Transactions (34)$MCC (119)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Geo Key","H$Transactions (34)$Geo Key (122)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Geo Key","H$Transactions (34)$Geo Key (122)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Outcome Key","H$Transactions (34)$Outcome Key (121)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Outcome Key","H$Transactions (34)$Outcome Key (121)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Date","H$Transactions (34)$Date (115)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Date","H$Transactions (34)$Date (115)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Amount","H$Transactions (34)$Amount (124)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Fraud Key","H$Transactions (34)$Fraud Key (123)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Fraud Key","H$Transactions (34)$Fraud Key (123)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Hour","H$Transactions (34)$Hour (116)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Hour","H$Transactions (34)$Hour (116)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Card Key","H$Transactions (34)$Card Key (118)","POS_TO_ID","HIERARCHY_POSITION_TO_DATAID","0","N/A","False","False","True","False","0",,,,,"0","0"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions","Card Key","H$Transactions (34)$Card Key (118)","ID_TO_POS","HIERARCHY_DATAID_TO_POSITION","0","N/A","False","False","True","False","0",,,,,"0","0"
