"DATABASE_NAME","CUBE_NAME","MEASURE_GROUP_NAME","PARTITION_NAME","DIMENSION_NAME","TABLE_ID","COLUMN_ID","SEGMENT_NUMBER","TABLE_PARTITION_NUMBER","RECORDS_COUNT","ALLOCATED_SIZE","USED_SIZE","COMPRESSION_TYPE","BITS_COUNT","BOOKMARK_BITS_COUNT","VERTIPAQ_STATE","ISPAGEABLE","ISRESIDENT","TEMPERATURE","LAST_ACCESSED"
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2014","Transactions","Transactions (34)","Channel Key (120)","4","4","171864","144","144","NOSPLIT","1","8","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2015","Transactions","Transactions (34)","Channel Key (120)","5","5","174123","152","152","NOSPLIT","2","9","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2016","Transactions","Transactions (34)","Channel Key (120)","6","6","174646","152","152","NOSPLIT","2","9","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2017","Transactions","Transactions (34)","Channel Key (120)","7","7","175854","144","144","NOSPLIT","2","9","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2018","Transactions","Transactions (34)","Channel Key (120)","8","8","175277","152","152","NOSPLIT","2","9","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2019","Transactions","Transactions (34)","Channel Key (120)","9","9","146051","152","152","NOSPLIT","2","9","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","Transactions (34)","Outcome Key (121)","0","0","158110","272","272","NOSPLIT","4","4","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2011","Transactions","Transactions (34)","Outcome Key (121)","1","1","165166","272","272","NOSPLIT","4","4","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2012","Transactions","Transactions (34)","Outcome Key (121)","2","2","169469","288","288","NOSPLIT","4","4","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2013","Transactions","Transactions (34)","Outcome Key (121)","3","3","172080","280","280","NOSPLIT","4","4","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2014","Transactions","Transactions (34)","Outcome Key (121)","4","4","171864","296","296","NOSPLIT","4","4","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2015","Transactions","Transactions (34)","Outcome Key (121)","5","5","174123","304","304","NOSPLIT","4","4","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2016","Transactions","Transactions (34)","Outcome Key (121)","6","6","174646","304","304","NOSPLIT","4","4","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2017","Transactions","Transactions (34)","Outcome Key (121)","7","7","175854","304","304","NOSPLIT","4","4","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2018","Transactions","Transactions (34)","Outcome Key (121)","8","8","175277","296","296","NOSPLIT","4","4","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2019","Transactions","Transactions (34)","Outcome Key (121)","9","9","146051","272","272","NOSPLIT","4","4","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","Transactions (34)","Geo Key (122)","0","0","158110","35680","35680","NOSPLIT","7","361","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2011","Transactions","Transactions (34)","Geo Key (122)","1","1","165166","44480","44480","NOSPLIT","7","296","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2012","Transactions","Transactions (34)","Geo Key (122)","2","2","169469","43448","43448","NOSPLIT","7","381","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2013","Transactions","Transactions (34)","Geo Key (122)","3","3","172080","50328","50328","NOSPLIT","7","374","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2014","Transactions","Transactions (34)","Geo Key (122)","4","4","171864","43320","43320","NOSPLIT","7","374","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2015","Transactions","Transactions (34)","Geo Key (122)","5","5","174123","61768","61768","NOSPLIT","7","339","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2016","Transactions","Transactions (34)","Geo Key (122)","6","6","174646","60176","60176","NOSPLIT","7","361","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2017","Transactions","Transactions (34)","Geo Key (122)","7","7","175854","60304","60304","NOSPLIT","7","346","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2018","Transactions","Transactions (34)","Geo Key (122)","8","8","175277","60512","60512","NOSPLIT","7","380","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2019","Transactions","Transactions (34)","Geo Key (122)","9","9","146051","53056","53056","NOSPLIT","7","298","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","Transactions (34)","Fraud Key (123)","0","0","158110","200","200","NOSPLIT","2","9","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2011","Transactions","Transactions (34)","Fraud Key (123)","1","1","165166","9816","9816","NOSPLIT","1","93","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2012","Transactions","Transactions (34)","Fraud Key (123)","2","2","169469","184","184","NOSPLIT","2","9","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2013","Transactions","Transactions (34)","Fraud Key (123)","3","3","172080","208","208","NOSPLIT","2","8","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2014","Transactions","Transactions (34)","Fraud Key (123)","4","4","171864","208","208","NOSPLIT","2","7","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2015","Transactions","Transactions (34)","Fraud Key (123)","5","5","174123","760","760","NOSPLIT","2","24","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2016","Transactions","Transactions (34)","Fraud Key (123)","6","6","174646","1016","1016","NOSPLIT","2","27","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2017","Transactions","Transactions (34)","Fraud Key (123)","7","7","175854","992","992","NOSPLIT","2","25","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2018","Transactions","Transactions (34)","Fraud Key (123)","8","8","175277","488","488","NOSPLIT","2","24","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2019","Transactions","Transactions (34)","Fraud Key (123)","9","9","146051","816","816","NOSPLIT","2","28","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","Transactions (34)","Amount (124)","0","0","158110","407816","407816","NOSPLIT","21","21","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2011","Transactions","Transactions (34)","Amount (124)","1","1","165166","424448","424448","NOSPLIT","21","14","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2012","Transactions","Transactions (34)","Amount (124)","2","2","169469","436216","436216","NOSPLIT","21","22","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2013","Transactions","Transactions (34)","Amount (124)","3","3","172080","443448","443448","NOSPLIT","21","20","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2014","Transactions","Transactions (34)","Amount (124)","4","4","171864","442520","442520","NOSPLIT","21","21","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2015","Transactions","Transactions (34)","Amount (124)","5","5","174123","449664","449664","NOSPLIT","21","26","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2016","Transactions","Transactions (34)","Amount (124)","6","6","174646","451328","451328","NOSPLIT","21","24","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2017","Transactions","Transactions (34)","Amount (124)","7","7","175854","454176","454176","NOSPLIT","21","25","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2018","Transactions","Transactions (34)","Amount (124)","8","8","175277","452744","452744","NOSPLIT","21","24","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2019","Transactions","Transactions (34)","Amount (124)","9","9","146051","377872","377872","NOSPLIT","21","21","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Metrics","Metrics","Metrics","Metrics (37)","RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (38)","0","0","0","128","128","C123","0","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Metrics","Metrics","Metrics","Metrics (37)","Column (125)","0","0","0","136","136","NOSPLIT","1","0","COMPLETED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","R$Transactions (34)$Category to Transactions (43)","INDEX","0","0","0","104","104","NOSPLIT","7","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","R$Transactions (34)$Outcome to Transactions (45)","INDEX","0","0","0","8","8","NOSPLIT","4","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","R$Transactions (34)$Geography to Transactions (46)","INDEX","0","0","0","120","120","NOSPLIT","7","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","R$Transactions (34)$Channel to Transactions (44)","INDEX","0","0","0","8","8","NOSPLIT","2","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","R$Transactions (34)$Client to Transactions (41)","INDEX","0","0","0","168","168","NOSPLIT","8","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","R$Transactions (34)$Date to Transactions (40)","INDEX","0","0","0","5752","5752","NOSPLIT","12","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","R$Transactions (34)$Fraud to Transactions (47)","INDEX","0","0","0","8","8","NOSPLIT","2","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Transactions","Transactions 2010","Transactions","R$Transactions (34)$Card to Transactions (42)","INDEX","0","0","0","776","776","NOSPLIT","10","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Presentment (99)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Presentment (99)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Presentment (99)","POS_TO_ID","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Presentment (99)","ID_TO_POS","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Presentment (99)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Presentment (99)","ID_TO_POS","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Channel Sort (98)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Channel Sort (98)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Channel Key (96)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Channel Key (96)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Channel Key (96)","ID_TO_POS","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Channel Key (96)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome Sort (102)","POS_TO_ID","0","0","0","40","40","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome Sort (102)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome Class (103)","POS_TO_ID","0","0","0","32","32","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome Class (103)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome Class (103)","ID_TO_POS","0","0","0","32","32","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome Class (103)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Is Approved (104)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Is Approved (104)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Is Approved (104)","POS_TO_ID","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Is Approved (104)","ID_TO_POS","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Is Approved (104)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Is Approved (104)","ID_TO_POS","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome Key (100)","POS_TO_ID","0","0","0","40","40","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome Key (100)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome Key (100)","ID_TO_POS","0","0","0","40","40","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome Key (100)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Channel (97)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Channel (97)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Channel (97)","ID_TO_POS","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Channel","Channel","Channel","H$Channel (22)$Channel (97)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome (101)","POS_TO_ID","0","0","0","40","40","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome (101)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome (101)","ID_TO_POS","0","0","0","40","40","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Outcome","Outcome","Outcome","H$Outcome (25)$Outcome (101)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Fraud (114)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Fraud (114)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Fraud (114)","POS_TO_ID","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Fraud (114)","ID_TO_POS","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Fraud (114)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Fraud (114)","ID_TO_POS","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Fraud Key (110)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Fraud Key (110)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Fraud Key (110)","ID_TO_POS","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Fraud Key (110)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Labelled (113)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Labelled (113)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Labelled (113)","POS_TO_ID","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Labelled (113)","ID_TO_POS","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Labelled (113)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Is Labelled (113)","ID_TO_POS","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Fraud Sort (112)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Fraud Sort (112)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Fraud Status (111)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Fraud Status (111)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Fraud Status (111)","ID_TO_POS","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Fraud Status","Fraud Status","Fraud Status","H$Fraud Status (31)$Fraud Status (111)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Gender (65)","POS_TO_ID","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Gender (65)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Gender (65)","POS_TO_ID","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Gender (65)","ID_TO_POS","0","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Gender (65)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Gender (65)","ID_TO_POS","2","0","0","8","8","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Age Band Sort (68)","POS_TO_ID","0","0","0","24","24","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Age Band Sort (68)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Age Band Sort (68)","ID_TO_POS","0","0","0","24","24","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Age Band Sort (68)","ID_TO_POS","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Retirement Age (70)","POS_TO_ID","0","0","0","96","96","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Retirement Age (70)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Yearly Income (71)","POS_TO_ID","0","0","0","648","648","NOSPLIT","32","0","SKIPPED",,,,
"ab2b7759-59d9-4189-8c4b-9009e8a80a7d","Model","Client","Client","Client","H$Client (13)$Yearly Income (71)","POS_TO_ID","1","0","0","16","16","NOSPLIT","32","0","SKIPPED",,,,
